HR_mean,RR_mean,SDNN,RMSSD,pNN50,HR_mean_delta_basal,RR_mean_delta_basal,SDNN_delta_basal,RMSSD_delta_basal,pNN50_delta_basal,HR_mean_ratio_basal,RR_mean_ratio_basal,SDNN_ratio_basal,RMSSD_ratio_basal,pNN50_ratio_basal,label
80.33077464137855,750.8947368421052,57.175306271380606,19.983100968676748,2.7027027027027026,8.062000149783003,-85.67784482705065,5.500290543309248,-12.001697621883007,-6.951495491705718,1.1115557888797543,0.8975846845756007,1.1064400361724773,0.6247686979206027,0.27995102734353133,no_recuperado
81.70950806228667,735.5128205128203,30.04721880016222,19.31865746670211,0.0,9.440733570691123,-101.05976115633553,-21.627796927909138,-12.666141123857646,-9.654198194408421,1.1306336469257414,0.8791978563836053,0.5814651118497813,0.6039949700481769,0.0,no_recuperado
78.44641278524404,766.2564102564104,33.769900915271776,23.584673881681713,5.263157894736842,6.177638293648485,-70.31617141274546,-17.90511481279958,-8.400124708878042,-4.391040299671579,1.0854814314634174,0.9159473153274419,0.65350538242656,0.7373713426678472,0.5451677900900347,no_recuperado
76.9470724079376,781.578947368421,38.09705357050491,28.181362443806698,13.513513513513514,4.678297916342046,-54.99363430073481,-13.577962157566446,-3.8034361467530573,3.859315319105093,1.0647347066454835,0.9342631643616507,0.737243192551357,0.8810861310886718,1.3997551367176568,no_recuperado
74.46065902680543,809.4166666666666,55.66500567809934,33.32566578479607,17.142857142857142,2.19188453520988,-27.155915002489223,3.989989950027983,1.340867194236317,7.488658948448721,1.0303296209272899,0.9675390807713219,1.077213134699841,1.0419220146232864,1.775689373436113,recuperado
70.20514411573465,857.735294117647,51.69215919883901,33.40205038162815,15.151515151515152,-2.063630375860896,21.162712448491106,0.01714347076764966,1.417251791068395,5.497316957106731,0.9714450619873056,1.025296923318078,1.0003317555016888,1.0443101677522113,1.5694224260167666,recuperado
67.9860451245236,884.5757575757576,44.327636909036386,34.21987726453615,15.625,-4.282729367071951,48.00317590660177,-7.347378819034972,2.235078673976396,5.970801805591579,0.9407388682428812,1.0573807664253403,0.8578156442622297,1.0698794043566706,1.6184668768297905,recuperado
67.79534625326119,887.0000000000005,43.588272505343205,33.27536626395058,15.625,-4.473428238334364,50.4274183308446,-8.086743222728153,1.2905676733908251,5.970801805591579,0.9381001231886864,1.0602785931977716,0.8435076775731836,1.0403494075392343,1.6184668768297905,recuperado
67.6545156435866,888.28125,36.64585033498686,30.926551907760402,12.903225806451612,-4.614258848008944,51.70866833084415,-15.029165393084497,-1.0582466827993535,3.249027612043191,0.9361514169782199,1.061810139925544,0.7091599261009954,0.9669140738903482,1.3365403886078269,recuperado
71.107770163803,847.9117647058827,59.87783909739315,30.218898361485227,9.090909090909092,-1.1610043277925541,11.339183036726808,8.202823369321791,-1.7659002290745285,-0.5632891034993293,0.9839349105341814,1.0135543326247944,1.158738671943273,0.944789390370095,0.94165345561006,recuperado
70.47114065209101,856.0588235294117,63.133788281841426,29.200456617429655,9.090909090909092,-1.7976338395045417,19.48624186025586,11.458772553770068,-2.7843419731301005,-0.5632891034993293,0.9751257185118921,1.0232929482596433,1.2217468614633693,0.9129479597863751,0.94165345561006,recuperado
66.37197732359924,910.0937499999997,76.40653551467169,49.876945349720934,12.903225806451612,-5.896797167996311,73.5211683308438,24.73151978660033,17.89214675916118,3.249027612043191,0.918404633128488,1.087883789095923,1.4785972377201515,1.5593953236410876,1.3365403886078269,recuperado
67.10335577942477,900.6363636363637,79.29565647854656,47.26355625638015,15.625,-5.165418712170776,64.06378196720789,27.620640750475204,15.278757665820393,5.970801805591579,0.9285248885357605,1.0765788687926945,1.5345066733181636,1.4776880999441369,1.6184668768297905,recuperado
66.18935703075809,908.3125000000001,40.81147648521467,23.796855308646563,6.451612903225806,-6.079417460837462,71.73991833084426,-10.863539242856689,-8.187943281913192,-3.202585291182615,0.9158776732606076,1.0857545655963365,0.7897719218892216,0.7440051636176366,0.6682701943039134,recuperado
65.74877338974831,913.6774193548391,32.02539315061689,27.884882403672325,6.666666666666667,-6.520001101847242,77.10483768568326,-19.649622577454465,-4.09991618688743,-2.987531527741754,0.9097812139791372,1.0921675409584202,0.6197461713247197,0.8718167264590025,0.6905458674473773,recuperado
